Wilayah,Propinsi,UN SMP,UN SMA IPA,UN SMA IPS,Tahun
Kota Cirebon,Jawa Barat,56.94,60.32,52.86,2019
Kota Bekasi,Jawa Barat,59.19,62.92,58.25,2019
Kota Depok,Jawa Barat,58.63,63.22,57.56,2019
Kota Cimahi,Jawa Barat,61.67,62.32,54.64,2019
Kota Tasikmalaya,Jawa Barat,54.04,55.15,52.03,2019
Kota Banjar,Jawa Barat,48.97,53.96,50.72,2019
Prov. Jawa Tengah,Jawa Tengah,57.74,61.09,56.3,2019
Kab. Cilacap,Jawa Tengah,56.34,60.88,55.62,2019
Kab. Banyumas,Jawa Tengah,58.76,64.62,59.83,2019
Kab. Purbalingga,Jawa Tengah,59.09,62.03,57.99,2019
Kab. Banjarnegara,Jawa Tengah,54.76,60.34,55.2,2019
Kab. Kebumen,Jawa Tengah,61.14,66.44,61.67,2019
Kab. Purworejo,Jawa Tengah,63.06,66.52,61.79,2019
Kab. Wonosobo,Jawa Tengah,59.27,61.51,56.19,2019
Kab. Magelang,Jawa Tengah,63.85,67.54,60.69,2019
Kab. Boyolali,Jawa Tengah,59.49,60.49,55.53,2019
Kab. Klaten,Jawa Tengah,59.89,62.37,57.04,2019
Kab. Sukoharjo,Jawa Tengah,60.06,62.05,61.62,2019
Kab. Wonogiri,Jawa Tengah,57.15,61.34,55.39,2019
Kab. Karanganyar,Jawa Tengah,59.89,61.64,58.61,2019
Kab. Sragen,Jawa Tengah,56.17,60.72,55.2,2019
Kab. Grobogan,Jawa Tengah,50.87,52.98,47.54,2019
Kab. Blora,Jawa Tengah,56.24,57.84,54.97,2019
Kab. Rembang,Jawa Tengah,57.26,60.48,53.15,2019
Kab. Pati,Jawa Tengah,59.47,60.3,52.84,2019
Kab. Kudus,Jawa Tengah,60.04,64.37,56.21,2019
Kab. Jepara,Jawa Tengah,57.41,57.33,54.32,2019
Kab. Demak,Jawa Tengah,51.87,52.23,47.57,2019
Kab. Semarang,Jawa Tengah,59.19,60.66,57.8,2019
Kab. Temanggung,Jawa Tengah,61.18,64.62,59.13,2019
Kab. Kendal,Jawa Tengah,54.04,56.11,51.98,2019
Kab. Batang,Jawa Tengah,54.51,56.75,52.53,2019
Kab. Pekalongan,Jawa Tengah,56.24,58.84,53.98,2019
Kab. Pemalang,Jawa Tengah,51.3,55.37,52.63,2019
Kab. Tegal,Jawa Tengah,52.46,55.96,52.49,2019
Kab. Brebes,Jawa Tengah,48.31,52.31,47.82,2019
Kota Magelang,Jawa Tengah,70.45,71.91,69.4,2019
Kota Surakarta,Jawa Tengah,64.8,69.45,62.34,2019
Kota Salatiga,Jawa Tengah,69.79,71.09,65.17,2019
Kota Semarang,Jawa Tengah,63.2,65.88,61.04,2019
Kota Pekalongan,Jawa Tengah,60.68,67.69,60.29,2019
Kota Tegal,Jawa Tengah,59.94,62.61,60.84,2019
Prov. D.I. Yogyakarta,D.I. Yogyakarta,65.78,66.91,61.79,2019
Kab. Bantul,D.I. Yogyakarta,65.76,64.41,62.01,2019
Kab. Sleman,D.I. Yogyakarta,67.44,65.52,64.52,2019
Kab. Gunung Kidul,D.I. Yogyakarta,58.72,62.09,57.38,2019
Kab. Kulon Progo,D.I. Yogyakarta,63.31,63.57,58.41,2019
Kota Yogyakarta,D.I. Yogyakarta,72.49,71.4,62.53,2019
Prov. Jawa Timur,Jawa Timur,56.21,57.98,51.38,2019
Kab. Gresik,Jawa Timur,59.01,58.57,51.35,2019
Kab. Sidoarjo,Jawa Timur,60.33,61.42,55.75,2019
Kab. Mojokerto,Jawa Timur,54.65,58.79,52.67,2019
Kab. Jombang,Jawa Timur,58.02,59.52,54.41,2019
Kab. Bojonegoro,Jawa Timur,54.87,55.03,50.26,2019
Kab. Tuban,Jawa Timur,57.37,57.89,51.34,2019
Kab. Lamongan,Jawa Timur,60.08,52.71,46.18,2019
Kab. Madiun,Jawa Timur,55.74,57.63,52.82,2019
Kab. Ngawi,Jawa Timur,54.04,57.02,50.12,2019
Kab. Magetan,Jawa Timur,57.08,58.91,53.07,2019
Kab. Ponorogo,Jawa Timur,57.99,57.57,51.65,2019
Kab. Pacitan,Jawa Timur,55.67,58.51,50.98,2019
Kab. Kediri,Jawa Timur,55.79,55.48,52.99,2019
Kab. Nganjuk,Jawa Timur,55.65,55.26,50.81,2019
Kab. Blitar,Jawa Timur,55.23,59.44,55.03,2019
Kab. Tulungagung,Jawa Timur,61.03,61.21,54.32,2019
Kab. Trenggalek,Jawa Timur,56.36,59.53,52.48,2019
Kab. Malang,Jawa Timur,56.0,57.49,53.15,2019
Kab. Pasuruan,Jawa Timur,56.16,56.48,49.79,2019
Kab. Probolinggo,Jawa Timur,48.7,50.28,43.4,2019
Kab. Lumajang,Jawa Timur,51.55,56.7,50.16,2019
Kab. Bondowoso,Jawa Timur,47.66,52.01,42.93,2019
Kab. Situbondo,Jawa Timur,49.47,51.58,47.79,2019
Kab. Jember,Jawa Timur,50.53,55.59,48.54,2019
Kab. Banyuwangi,Jawa Timur,54.93,57.07,50.27,2019
Kab. Pamekasan,Jawa Timur,46.63,47.89,39.54,2019
Kab. Sampang,Jawa Timur,46.54,44.4,38.4,2019
Kab. Sumenep,Jawa Timur,47.83,46.29,41.14,2019
Kab. Bangkalan,Jawa Timur,48.36,49.28,42.57,2019
Kota Surabaya,Jawa Timur,62.46,63.51,58.62,2019
Kota Malang,Jawa Timur,65.41,68.49,64.3,2019
Kota Madiun,Jawa Timur,63.84,64.06,58.49,2019
Kota Kediri,Jawa Timur,61.64,64.66,55.44,2019
Kota Mojokerto,Jawa Timur,61.36,60.56,55.53,2019
Kota Blitar,Jawa Timur,62.09,62.47,55.73,2019
Kota Pasuruan,Jawa Timur,57.42,59.86,53.25,2019
Kota Probolinggo,Jawa Timur,59.59,63.15,55.81,2019
Kota Batu,Jawa Timur,60.56,63.45,59.74,2019
Prov. Aceh,Aceh,44.23,43.11,39.22,2019
Kab. Aceh Besar,Aceh,42.87,44.3,38.11,2019
Kab. Pidie,Aceh,41.04,41.07,37.5,2019
Kab. Aceh Utara,Aceh,44.05,40.72,38.43,2019
Kab. Aceh Timur,Aceh,42.88,39.89,37.6,2019
Kab. Aceh Tengah,Aceh,51.34,45.13,42.7,2019
Kab. Aceh Barat,Aceh,41.27,41.51,37.9,2019
Kab. Aceh Selatan,Aceh,44.99,46.36,40.09,2019
Kab. Aceh Tenggara,Aceh,42.44,41.86,38.83,2019
Kab. Simeulue,Aceh,43.58,41.26,38.95,2019
Kab. Bireuen,Aceh,42.4,42.13,37.6,2019
Kab. Aceh Singkil,Aceh,43.35,43.34,40.22,2019
Kab. Aceh Tamiang,Aceh,45.01,44.19,41.45,2019
Kab. Nagan Raya,Aceh,42.13,39.57,37.38,2019
Kab. Aceh Jaya,Aceh,45.69,43.38,40.47,2019
Kab. Aceh Barat Daya,Aceh,43.24,41.57,37.02,2019
Kab. Gayo Lues,Aceh,43.79,39.85,37.84,2019
Kab. Bener Meriah,Aceh,44.72,41.87,40.74,2019
Kab. Pidie Jaya,Aceh,40.39,38.63,35.33,2019
Kota Sabang,Aceh,47.22,45.64,39.64,2019
Kota Banda Aceh,Aceh,51.12,51.44,45.89,2019
Kota Lhokseumawe,Aceh,48.24,46.78,39.74,2019
Kota Langsa,Aceh,49.48,46.35,38.19,2019
Kota Subulussalam,Aceh,41.36,45.71,38.48,2019
Prov. Sumatera Utara,Sumatera Utara,49.48,48.57,44.23,2019
Kab. Deli Serdang,Sumatera Utara,46.97,47.0,43.91,2019
Kab. Langkat,Sumatera Utara,42.9,42.73,40.51,2019
Kab. Karo,Sumatera Utara,48.8,50.38,45.88,2019
Kab. Simalungun,Sumatera Utara,51.45,46.47,42.98,2019
Kab. Dairi,Sumatera Utara,50.78,50.45,47.52,2019
Kab. Asahan,Sumatera Utara,47.25,45.2,41.91,2019
Kab. Labuhanbatu,Sumatera Utara,63.35,46.3,41.97,2019
Kab. Tapanuli Utara,Sumatera Utara,46.22,47.82,44.37,2019
Kab. Tapanuli Tengah,Sumatera Utara,49.36,48.3,41.68,2019
Kab. Tapanuli Selatan,Sumatera Utara,48.79,46.2,41.84,2019
Kab. Nias,Sumatera Utara,52.7,41.07,39.43,2019
Kab. Mandailing Natal,Sumatera Utara,46.94,45.5,40.78,2019
Kab. Toba Samosir,Sumatera Utara,51.43,55.79,48.15,2019
Kab. Nias Selatan,Sumatera Utara,53.88,42.82,42.99,2019
Kab. Pakpak Bharat,Sumatera Utara,44.95,45.28,42.49,2019
Kab. Humbang Hasundutan,Sumatera Utara,47.74,46.74,44.03,2019
Kab. Samosir,Sumatera Utara,54.44,49.7,47.42,2019
Kab. Serdang Bedagai,Sumatera Utara,43.63,42.51,40.11,2019
Kab. Batu Bara,Sumatera Utara,43.11,43.37,41.13,2019
Kab. Padang Lawas utara,Sumatera Utara,47.8,39.44,37.12,2019
Kab. Padang Lawas,Sumatera Utara,44.21,41.33,37.92,2019
Kab. Labuhanbatu Utara,Sumatera Utara,46.84,45.48,41.32,2019
Kab. Labuhanbatu Selatan,Sumatera Utara,46.49,44.04,40.83,2019
Kab. Nias Barat,Sumatera Utara,59.05,44.99,44.75,2019
Kab. Nias Utara,Sumatera Utara,47.15,43.06,41.82,2019
Kota Medan,Sumatera Utara,52.19,54.43,48.97,2019
Kota Binjai,Sumatera Utara,48.15,47.6,43.32,2019
Kota Tebing Tinggi,Sumatera Utara,54.85,48.96,43.9,2019
Kota Pematangsiantar,Sumatera Utara,53.74,55.98,50.7,2019
Kota Tanjungbalai,Sumatera Utara,45.1,44.38,40.26,2019
Kota Sibolga,Sumatera Utara,50.03,50.15,45.24,2019
Kota Padang Sidempuan,Sumatera Utara,55.17,47.47,41.1,2019
Kota Gunungsitoli,Sumatera Utara,49.39,49.55,45.49,2019
Prov. Sumatera Barat,Sumatera Barat,53.46,54.89,48.12,2019
Kab. Agam,Sumatera Barat,52.17,56.18,48.56,2019
Kab. Pasaman,Sumatera Barat,48.53,52.45,46.37,2019
Kab. Limapuluh Kota,Sumatera Barat,53.33,54.5,49.26,2019
Kab. Solok,Sumatera Barat,50.29,52.28,48.11,2019
Kab. Padang Pariaman,Sumatera Barat,48.13,49.19,43.98,2019
Kab. Pesisir Selatan,Sumatera Barat,51.51,47.49,41.53,2019
Kab. Tanah Datar,Sumatera Barat,55.79,58.39,53.57,2019
Kab. Sijunjung,Sumatera Barat,50.9,53.28,47.89,2019
Kab. Kepulauan Mentawai,Sumatera Barat,52.78,41.18,38.93,2019
Kab. Solok Selatan,Sumatera Barat,48.3,49.93,44.22,2019
Kab. Dharmasraya,Sumatera Barat,51.41,52.18,47.67,2019
Kab. Pasaman Barat,Sumatera Barat,50.01,52.6,47.25,2019
Kota Bukittinggi,Sumatera Barat,64.24,62.89,55.17,2019
Kota Padang,Sumatera Barat,58.42,59.19,49.32,2019
Kota Padang Panjang,Sumatera Barat,58.62,69.99,60.08,2019
Kota Sawahlunto,Sumatera Barat,55.54,61.01,53.76,2019
Kota Solok,Sumatera Barat,53.91,53.79,47.97,2019
Kota Payakumbuh,Sumatera Barat,60.0,64.05,54.68,2019
Kota Pariaman,Sumatera Barat,54.34,54.11,46.72,2019
Prov. Riau,Riau,53.03,51.52,45.34,2019
Kab. Kampar,Riau,48.96,46.63,42.27,2019
Kab. Bengkalis,Riau,55.2,51.5,45.34,2019
Kab. Indragiri Hulu,Riau,47.11,50.19,45.16,2019
Kab. Indragiri Hilir,Riau,56.95,47.2,45.39,2019
Kab. Pelalawan,Riau,56.46,50.43,45.65,2019
Kab. Rokan Hulu,Riau,48.22,48.25,44.35,2019
Kab. Rokan Hilir,Riau,50.36,46.23,42.6,2019
Kab. Siak,Riau,49.71,50.45,44.7,2019
Kab. Kuantan Singingi,Riau,59.81,50.15,43.52,2019
Kab. Kepulauan Meranti,Riau,45.85,46.59,41.43,2019
Kota Pekanbaru,Riau,58.4,61.74,53.22,2019
Kota Dumai,Riau,53.52,55.65,48.47,2019
Prov. Jambi,Jambi,48.55,49.82,43.78,2019
Kab. Batanghari,Jambi,47.08,47.43,41.47,2019
Kab. Bungo,Jambi,46.59,47.93,44.06,2019
Kab. Sarolangun,Jambi,45.05,46.93,40.54,2019
Kab. Tanjung Jabung Barat,Jambi,46.61,47.66,41.72,2019
Kab. Kerinci,Jambi,46.01,42.77,38.1,2019
Kab. Tebo,Jambi,48.7,48.17,44.43,2019
Kab. Muaro Jambi,Jambi,45.94,51.04,43.76,2019
Kab. Tanjung Jabung Timur,Jambi,48.41,45.9,42.11,2019
Kab. Merangin,Jambi,48.15,47.8,40.58,2019
Kota Jambi,Jambi,54.23,55.94,49.22,2019
Kota Sungai Penuh,Jambi,49.1,49.78,45.73,2019
Prov. Sumatera Selatan,Sumatera Selatan,46.28,48.12,42.52,2019
Kab. Musi Banyuasin,Sumatera Selatan,46.26,44.38,39.57,2019
Kab. Ogan Komering Ilir,Sumatera Selatan,48.82,43.76,40.45,2019
Kab. Ogan Komering Ulu,Sumatera Selatan,45.02,50.45,42.24,2019
Kab. Muara Enim,Sumatera Selatan,45.46,47.04,41.43,2019
Kab. Lahat,Sumatera Selatan,43.63,47.82,40.74,2019
Kab. Musi Rawas,Sumatera Selatan,45.31,46.87,44.98,2019
Kab. Banyuasin,Sumatera Selatan,45.94,44.69,41.78,2019
Kab. Ogan Komering Ulu Timur,Sumatera Selatan,45.54,47.29,43.14,2019
Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,43.35,43.06,40.34,2019
Kab. Ogan Ilir,Sumatera Selatan,44.46,45.93,41.44,2019
Kab. Empat Lawang,Sumatera Selatan,40.75,43.03,38.9,2019
Kab. Penukal Abab Lematang Ilir,Sumatera Selatan,42.4,42.47,38.07,2019
Kab. Musi Rawas Utara,Sumatera Selatan,49.47,39.5,36.79,2019
Kota Palembang,Sumatera Selatan,48.67,54.37,47.15,2019
Kota Prabumulih,Sumatera Selatan,50.79,51.29,45.5,2019
Kota Lubuklinggau,Sumatera Selatan,46.02,45.98,41.43,2019
Kota Pagar Alam,Sumatera Selatan,46.59,46.21,39.87,2019
Prov. Lampung,Lampung,48.01,50.81,45.26,2019
Kab. Lampung Selatan,Lampung,47.55,51.17,44.95,2019
Kab. Lampung Tengah,Lampung,46.79,49.79,46.39,2019
Kab. Lampung Utara,Lampung,46.65,47.63,42.09,2019
Kab. Lampung Barat,Lampung,55.24,48.71,44.22,2019
Kab. Tulang Bawang,Lampung,46.01,44.3,42.36,2019
Kab. Tanggamus,Lampung,44.56,46.03,43.42,2019
Kab. Lampung Timur,Lampung,45.7,48.36,45.46,2019
Kab. Way Kanan,Lampung,46.55,44.9,42.02,2019
Kab. Pesawaran,Lampung,44.61,45.2,42.06,2019
Kab. Pringsewu,Lampung,48.2,53.24,47.84,2019
Kab. Mesuji,Lampung,43.67,46.67,41.53,2019
Kab. Tulang Bawang Barat,Lampung,45.78,49.24,43.93,2019
Kab. Pesisir Barat,Lampung,44.29,46.11,40.17,2019
Kota Bandar Lampung,Lampung,54.22,58.09,49.51,2019
Kota Metro,Lampung,55.34,57.09,51.57,2019
Prov. Kalimantan Barat,Kalimantan Barat,48.0,51.51,45.4,2019
Kab. Sambas,Kalimantan Barat,47.64,53.85,48.57,2019
Kab. Mempawah,Kalimantan Barat,45.42,51.6,44.67,2019
Kab. Sanggau,Kalimantan Barat,46.57,50.79,44.85,2019
Kab. Sintang,Kalimantan Barat,50.6,48.61,44.74,2019
Kab. Kapuas Hulu,Kalimantan Barat,44.7,47.14,42.72,2019
Kab. Ketapang,Kalimantan Barat,45.22,50.28,44.98,2019
Kab. Bengkayang,Kalimantan Barat,44.86,46.46,43.35,2019
Kab. Landak,Kalimantan Barat,42.01,44.03,39.35,2019
Kab. Sekadau,Kalimantan Barat,49.21,45.59,43.54,2019
Kab. Melawi,Kalimantan Barat,44.92,47.42,43.14,2019
Kab. Kayong Utara,Kalimantan Barat,44.09,46.6,42.57,2019
Kab. Kubu Raya,Kalimantan Barat,48.11,48.79,44.02,2019
Kota Pontianak,Kalimantan Barat,57.41,60.77,51.63,2019
Kota Singkawang,Kalimantan Barat,52.19,58.4,51.29,2019
Prov. Kalimantan Tengah,Kalimantan Tengah,51.76,48.64,43.51,2019
Kab. Kapuas,Kalimantan Tengah,60.91,47.08,42.11,2019
Kab. Barito Selatan,Kalimantan Tengah,53.94,46.39,40.4,2019
Kab. Barito Utara,Kalimantan Tengah,46.41,50.24,43.09,2019
Kab. Kotawaringin Timur,Kalimantan Tengah,52.31,51.27,45.22,2019
Kab. Kotawaringin Barat,Kalimantan Tengah,51.68,52.86,48.87,2019
Kab. Katingan,Kalimantan Tengah,49.14,46.09,41.94,2019
Kab. Seruyan,Kalimantan Tengah,49.47,48.51,44.24,2019
Kab. Sukamara,Kalimantan Tengah,50.01,47.43,43.48,2019
Kab. Lamandau,Kalimantan Tengah,50.04,46.39,44.02,2019
Kab. Gunung Mas,Kalimantan Tengah,47.52,43.26,40.58,2019
Kab. Pulang Pisau,Kalimantan Tengah,48.14,46.83,43.1,2019
Kab. Murung Raya,Kalimantan Tengah,52.25,42.55,38.05,2019
Kab. Barito Timur,Kalimantan Tengah,48.97,47.6,43.66,2019
Kota Palangka Raya,Kalimantan Tengah,52.32,51.6,46.52,2019
Prov. Kalimantan Selatan,Kalimantan Selatan,51.73,54.14,48.49,2019
Kab. Banjar,Kalimantan Selatan,51.38,55.9,48.68,2019
Kab. Tanah Laut,Kalimantan Selatan,50.52,53.45,48.13,2019
Kab. Barito Kuala,Kalimantan Selatan,50.7,50.81,47.04,2019
Kab. Tapin,Kalimantan Selatan,49.73,50.08,46.17,2019
Kab. Hulu Sungai Selatan,Kalimantan Selatan,47.83,53.32,48.32,2019
Kab. Hulu Sungai Tengah,Kalimantan Selatan,45.84,52.69,45.92,2019
Kab. Hulu Sungai Utara,Kalimantan Selatan,49.69,53.42,47.72,2019
Kab. Tabalong,Kalimantan Selatan,51.27,52.58,47.76,2019
Kab. Kotabaru,Kalimantan Selatan,49.92,49.87,45.07,2019
Kab. Balangan,Kalimantan Selatan,50.0,49.27,44.92,2019
Kab. Tanah Bumbu,Kalimantan Selatan,49.31,53.65,49.64,2019
Kota Banjarmasin,Kalimantan Selatan,55.8,56.85,52.03,2019
Kota Banjarbaru,Kalimantan Selatan,56.95,59.43,54.42,2019
Prov. Kalimantan Timur,Kalimantan Timur,53.58,54.97,49.14,2019
Kab. Paser,Kalimantan Timur,49.8,51.05,47.59,2019
Kab. Kutai Kartanegara,Kalimantan Timur,48.69,49.3,46.52,2019
Kab. Berau,Kalimantan Timur,48.42,47.85,43.77,2019
Kab. Kutai Barat,Kalimantan Timur,52.9,47.74,45.23,2019
Kab. Kutai Timur,Kalimantan Timur,51.07,52.02,47.9,2019
Kab. Penajam Paser Utara,Kalimantan Timur,54.54,56.18,50.49,2019
Kab. Mahakam Ulu,Kalimantan Timur,55.63,51.04,49.89,2019
Kota Samarinda,Kalimantan Timur,54.91,58.21,51.04,2019
Kota Balikpapan,Kalimantan Timur,59.49,61.71,53.79,2019
Kota Bontang,Kalimantan Timur,61.46,66.26,58.32,2019
Prov. Sulawesi Utara,Sulawesi Utara,47.59,47.31,41.75,2019
Kab. Bolaang Mongondow,Sulawesi Utara,45.64,42.26,39.57,2019
Kab. Minahasa,Sulawesi Utara,45.28,44.89,38.94,2019
Kab. Kepulauan Sangihe,Sulawesi Utara,51.11,47.8,43.2,2019
Kab. Kepulauan Talaud,Sulawesi Utara,63.21,42.91,41.97,2019
Kab. Minahasa Selatan,Sulawesi Utara,46.9,44.04,39.35,2019
Kab. Minahasa Utara,Sulawesi Utara,47.61,48.61,40.78,2019
Kab. Bolaang Mongondow Utara,Sulawesi Utara,42.45,40.75,37.89,2019
"Kab. Kepulauan Siau, Tagulandang, Biaro",Sulawesi Utara,46.33,43.62,39.07,2019
Kab. Minahasa Tenggara,Sulawesi Utara,43.1,43.74,37.94,2019
Kab. Bolaang Mongondow Timur,Sulawesi Utara,50.65,42.4,38.33,2019
Kab. Bolaang Mongondow Selatan,Sulawesi Utara,45.05,41.98,37.75,2019
Kota Manado,Sulawesi Utara,48.66,51.55,44.78,2019
Kota Bitung,Sulawesi Utara,46.46,49.15,42.38,2019
Kota Tomohon,Sulawesi Utara,51.72,56.07,50.73,2019
Kota Kotamobagu,Sulawesi Utara,44.17,44.55,38.5,2019
Prov. Sulawesi Tengah,Sulawesi Tengah,48.09,45.96,41.06,2019
Kab. Banggai Kepulauan,Sulawesi Tengah,53.1,45.9,42.48,2019
Kab. Donggala,Sulawesi Tengah,46.78,41.61,37.58,2019
Kab. Poso,Sulawesi Tengah,47.28,47.36,43.81,2019
Kab. Banggai,Sulawesi Tengah,48.01,46.56,41.06,2019
Kab. Buol,Sulawesi Tengah,43.03,40.25,36.93,2019
Kab. Tolitoli,Sulawesi Tengah,46.5,44.97,42.42,2019
Kab. Morowali,Sulawesi Tengah,45.26,46.07,42.93,2019
Kab. Parigi Moutong,Sulawesi Tengah,45.1,43.94,40.51,2019
Kab. Tojo Una Una,Sulawesi Tengah,46.2,43.34,38.97,2019
Kab. Sigi,Sulawesi Tengah,51.18,40.57,37.72,2019
Kab. Banggai Laut,Sulawesi Tengah,52.23,44.42,41.42,2019
Kab. Morowali Utara,Sulawesi Tengah,49.78,46.66,42.37,2019
Kota Palu,Sulawesi Tengah,53.13,52.87,44.26,2019
Prov. Sulawesi Selatan,Sulawesi Selatan,48.93,46.5,41.75,2019
Kab. Maros,Sulawesi Selatan,46.27,46.3,41.5,2019
Kab. Pangkajene Kepulauan,Sulawesi Selatan,52.84,48.68,39.26,2019
Kab. Gowa,Sulawesi Selatan,49.31,43.16,39.12,2019
Kab. Takalar,Sulawesi Selatan,44.85,42.25,38.55,2019
Kab. Jeneponto,Sulawesi Selatan,43.1,42.34,38.64,2019
Kab. Barru,Sulawesi Selatan,46.3,47.52,40.05,2019
Kab. Bone,Sulawesi Selatan,50.71,46.73,42.17,2019
Kab. Wajo,Sulawesi Selatan,48.16,48.37,44.29,2019
Kab. Soppeng,Sulawesi Selatan,53.07,50.66,43.89,2019
Kab. Bantaeng,Sulawesi Selatan,49.22,45.65,41.02,2019
Kab. Bulukumba,Sulawesi Selatan,58.45,43.28,39.9,2019
Kab. Sinjai,Sulawesi Selatan,48.34,47.94,41.95,2019
Kab. Kepulauan Selayar,Sulawesi Selatan,57.95,46.63,42.56,2019
Kab. Pinrang,Sulawesi Selatan,45.78,44.31,40.12,2019
Kab. Sidenreng Rappang,Sulawesi Selatan,47.74,47.18,41.06,2019
Kab. Enrekang,Sulawesi Selatan,48.65,48.5,43.61,2019
Kab. Luwu,Sulawesi Selatan,45.53,41.77,38.67,2019
Kab. Tana Toraja,Sulawesi Selatan,47.64,49.09,44.48,2019
Kab. Luwu Utara,Sulawesi Selatan,46.18,43.77,39.62,2019
Kab. Luwu Timur,Sulawesi Selatan,49.11,48.49,42.23,2019
Kab. Toraja Utara,Sulawesi Selatan,50.15,49.71,44.0,2019
Kota Makassar,Sulawesi Selatan,49.48,48.69,43.88,2019
Kota Parepare,Sulawesi Selatan,47.04,51.25,46.33,2019
Kota Palopo,Sulawesi Selatan,46.8,49.93,46.42,2019
Prov. Sulawesi Tenggara,Sulawesi Tenggara,50.08,47.62,42.02,2019
Kab. Konawe,Sulawesi Tenggara,46.83,44.05,39.64,2019
Kab. Muna,Sulawesi Tenggara,51.27,47.24,40.8,2019
Kab. Buton,Sulawesi Tenggara,47.4,46.5,42.62,2019
Kab. Kolaka,Sulawesi Tenggara,45.61,48.43,40.82,2019
Kab. Konawe Selatan,Sulawesi Tenggara,47.93,44.98,42.0,2019
Kab. Wakatobi,Sulawesi Tenggara,47.36,45.32,40.52,2019
Kab. Bombana,Sulawesi Tenggara,55.48,47.83,42.91,2019
Kab. Kolaka Utara,Sulawesi Tenggara,45.58,45.51,39.92,2019
Kab. Konawe Utara,Sulawesi Tenggara,49.49,50.61,48.85,2019
Kab. Buton Utara,Sulawesi Tenggara,67.26,52.03,50.16,2019
Kab. Kolaka Timur,Sulawesi Tenggara,58.02,44.44,39.12,2019
Kab. Konawe Kepulauan,Sulawesi Tenggara,60.12,43.16,42.32,2019
Kab. Muna Barat,Sulawesi Tenggara,55.46,46.68,41.61,2019
Kab. Buton Selatan,Sulawesi Tenggara,46.18,45.8,42.58,2019
Kab. Buton Tengah,Sulawesi Tenggara,52.52,45.7,42.48,2019
Kota Kendari,Sulawesi Tenggara,48.85,51.52,43.03,2019
Kota Baubau,Sulawesi Tenggara,47.71,50.69,41.96,2019
Prov. Maluku,Maluku,53.2,43.73,39.01,2019
Kab. Maluku Tengah,Maluku,56.99,43.05,38.89,2019
Kab. Maluku Tenggara,Maluku,42.85,39.37,36.4,2019
Kab. Buru,Maluku,60.91,44.05,40.05,2019
Kab. Maluku Tenggara Barat,Maluku,46.93,38.38,33.19,2019
Kab. Seram Bagian Barat,Maluku,58.77,42.39,39.0,2019
Kab. Seram Bagian Timur,Maluku,67.59,42.88,43.14,2019
Kab. Kepulauan Aru,Maluku,43.78,39.7,36.27,2019
Kab. Maluku Barat Daya,Maluku,46.1,40.91,36.95,2019
Kab. Buru Selatan,Maluku,65.17,43.7,41.75,2019
Kota Ambon,Maluku,47.43,49.93,41.21,2019
Kota Tual,Maluku,45.53,40.2,37.15,2019
Prov. Bali,Bali,53.79,57.7,49.38,2019
Kab. Buleleng,Bali,48.99,54.4,45.61,2019
Kab. Jembrana,Bali,51.65,51.86,44.75,2019
Kab. Tabanan,Bali,52.53,55.05,46.06,2019
Kab. Badung,Bali,56.76,58.12,52.79,2019
Kab. Gianyar,Bali,54.99,58.76,51.04,2019
Kab. Klungkung,Bali,50.0,53.41,46.29,2019
Kab. Bangli,Bali,49.91,51.5,47.19,2019
Kab. Karangasem,Bali,48.9,54.62,45.41,2019
Kota Denpasar,Bali,60.9,63.59,56.34,2019
Prov. Nusa Tenggara Barat,Nusa Tenggara Barat,45.62,46.52,42.48,2019
Kab. Lombok Barat,Nusa Tenggara Barat,45.26,46.15,41.76,2019
Kab. Lombok Tengah,Nusa Tenggara Barat,43.99,46.83,41.58,2019
Kab. Lombok Timur,Nusa Tenggara Barat,45.44,48.79,45.77,2019
Kab. Sumbawa,Nusa Tenggara Barat,47.62,49.56,45.68,2019
Kab. Dompu,Nusa Tenggara Barat,39.86,40.29,36.38,2019
Kab. Bima,Nusa Tenggara Barat,42.04,38.92,35.2,2019
Kab. Sumbawa Barat,Nusa Tenggara Barat,55.09,52.47,47.31,2019
Kab. Lombok Utara,Nusa Tenggara Barat,45.38,45.5,40.81,2019
Kota Mataram,Nusa Tenggara Barat,53.17,57.23,49.56,2019
Kota Bima,Nusa Tenggara Barat,41.58,42.97,39.37,2019
Prov. Nusa Tenggara Timur,Nusa Tenggara Timur,50.71,44.69,40.36,2019
Kab. Kupang,Nusa Tenggara Timur,43.95,40.98,37.63,2019
Kab. Timor Tengah Selatan,Nusa Tenggara Timur,57.82,40.59,36.42,2019
Kab. Timor Tengah Utara,Nusa Tenggara Timur,48.29,43.68,40.27,2019
Kab. Belu,Nusa Tenggara Timur,43.62,47.36,42.09,2019
Kab. Alor,Nusa Tenggara Timur,60.11,38.5,36.26,2019
Kab. Flores Timur,Nusa Tenggara Timur,47.73,47.52,42.39,2019
Kab. Sikka,Nusa Tenggara Timur,47.84,49.94,44.43,2019
Kab. Ende,Nusa Tenggara Timur,48.37,50.37,44.09,2019
Kab. Ngada,Nusa Tenggara Timur,49.19,53.0,48.02,2019
Kab. Manggarai,Nusa Tenggara Timur,51.48,47.71,42.12,2019
Kab. Sumba Timur,Nusa Tenggara Timur,41.25,40.92,33.54,2019
Kab. Sumba Barat,Nusa Tenggara Timur,41.14,43.88,36.61,2019
